paper_id,equation_id,texbleu,levenshtein_distance,sequence_similarity,rouge_l,avg_tree_edit_distance,individual_ted_scores
ICLR_2024_oral_10,5,0.7391,0.5811,0.7310344827586207,0.6,0.0,[np.float64(0.0)]
ICLR_2024_oral_10,6,0.7373,0.1667,0.23529411764705882,0.2308,1.0,[1.0]
ICLR_2024_oral_10,7,0.1415,0.2254,0.21621621621621623,0.2759,0.8928571428571429,[np.float64(0.8928571428571429)]
ICLR_2024_oral_10,8,0.7927,0.4941,0.6762589928057554,0.7,1.0,[1.0]
ICLR_2024_oral_10,9,0.7522,0.5647,0.7346938775510204,0.7907,1.0,[1.0]
ICLR_2024_oral_10,10,0.2477,0.375,0.43478260869565216,0.5714,1.0,[1.0]
ICLR_2024_oral_10,11,0.5832,0.3057,0.4072727272727273,0.5405,1.0,[1.0]
ICLR_2024_oral_11,1,0.5279,0.4091,0.48148148148148145,0.4706,1.0,[1.0]
ICLR_2024_oral_11,2,0.5966,0.2368,0.34285714285714286,0.2308,1.0,[1.0]
ICLR_2024_oral_11,3,0.7516,0.1892,0.34328358208955223,0.4211,0.0,[np.float64(0.0)]
ICLR_2024_oral_11,4,0.7556,0.2279,0.18877551020408162,0.3168,0.0,[np.float64(0.0)]
ICLR_2024_oral_11,5,0.7971,0.6786,0.5416666666666666,0.8598,0.0,[np.float64(0.0)]
ICLR_2024_oral_13,1,0.5465,0.5698,0.7272727272727273,0.8444,0.0,[np.float64(0.0)]
ICLR_2024_oral_13,2,0.745,0.4545,0.6344827586206897,0.65,1.0,[1.0]
ICLR_2024_oral_13,3,0.7655,0.9423,0.970873786407767,0.9796,0.0,[np.float64(0.0)]
ICLR_2024_oral_13,4,0.1196,0.1368,0.1705607476635514,0.2094,1.0,[1.0]
ICLR_2024_oral_13,5,0.7676,0.8407,0.9116279069767442,0.9153,1.0,[1.0]
ICLR_2024_oral_13,6,0.7582,0.4253,0.5658914728682171,0.5373,1.0,[1.0]
ICLR_2024_oral_13,7,0.5307,0.3043,0.47058823529411764,0.4118,1.0,[1.0]
ICLR_2024_oral_14,1,0.0272,0.181,0.30824372759856633,0.3562,0.0,[np.float64(0.0)]
ICLR_2024_oral_14,2,0.7279,0.1791,0.40298507462686567,0.6,0.9411764705882353,[np.float64(0.9411764705882353)]
ICLR_2024_oral_14,3,0.2506,0.2989,0.4249084249084249,0.3896,1.0,[1.0]
ICLR_2024_oral_14,4,0.3727,0.3839,0.5232558139534884,0.5,0.0,[np.float64(0.0)]
ICLR_2024_oral_14,5,0.351,0.2487,0.23129251700680273,0.2973,0.0,[np.float64(0.0)]
ICLR_2024_oral_14,6,0.7058,0.8657,0.9147286821705426,1.0,0.0,[np.float64(0.0)]
ICLR_2024_oral_14,7,0.7891,0.892,0.8557919621749409,0.807,1.0,[1.0]
ICLR_2024_oral_14,8,0.2495,0.4143,0.5825242718446602,0.6452,1.0,[1.0]
ICLR_2024_oral_14,9,0.7406,0.404,0.5863874345549738,0.6786,1.0,[1.0]
ICLR_2024_oral_15,1,0.6264,0.2532,0.4788732394366197,0.481,1.0,[1.0]
ICLR_2024_oral_15,2,0.775,0.6288,0.71875,0.6909,1.0,[1.0]
ICLR_2024_oral_15,3,0.7895,0.8543,0.9187279151943463,0.9333,1.0,[1.0]
ICLR_2024_oral_15,4,0.8121,0.7238,0.8369565217391305,0.8261,1.0,[1.0]
ICLR_2024_oral_15,5,0.5521,0.5571,0.711864406779661,0.6667,1.0,[1.0]
ICLR_2024_oral_15,6,0.8134,0.386,0.5370370370370371,0.6923,1.0,[1.0]
ICLR_2024_oral_16,1,0.0761,0.1769,0.24,0.3556,1.0,[1.0]
ICLR_2024_oral_16,2,0.6005,0.7403,0.8507462686567164,0.9,0.14285714285714285,[np.float64(0.14285714285714285)]
ICLR_2024_oral_16,3,0.7822,0.3301,0.28205128205128205,0.4706,1.0,[1.0]
ICLR_2024_oral_16,4,0.7834,0.5789,0.7037037037037037,0.8,1.0,[1.0]
ICLR_2024_oral_16,5,0.2251,0.2636,0.328042328042328,0.44,1.0,[1.0]
ICLR_2024_oral_16,6,0.7495,0.9588,0.9738219895287958,1.0,0.0,[np.float64(0.0)]
ICLR_2024_oral_16,7,0.054,0.2095,0.3143631436314363,0.3846,1.0,[np.float64(1.0)]
ICLR_2024_oral_16,8,0.4043,0.3478,0.4659090909090909,0.5778,1.0,[1.0]
ICLR_2024_oral_16,9,0.4939,0.3553,0.3288409703504043,0.52,1.0,[1.0]
ICLR_2024_oral_16,10,0.7186,0.6391,0.7674418604651163,0.7692,1.0,[1.0]
ICLR_2024_oral_21,1,0.6009,0.7018,0.8282828282828283,0.8667,0.75,[np.float64(0.75)]
ICLR_2024_oral_21,2,0.2186,0.3906,0.5617977528089888,0.7429,1.0,[1.0]
ICLR_2024_oral_21,3,0.2655,0.2347,0.3698630136986301,0.3913,1.0,[1.0]
ICLR_2024_oral_23,1,0.2871,0.4848,0.5686274509803921,0.6875,0.5333333333333333,[np.float64(0.5333333333333333)]
ICLR_2024_oral_23,2,0.7552,0.3728,0.5526315789473685,0.6098,1.0,[1.0]
ICLR_2024_oral_23,3,0.7781,0.4595,0.583941605839416,0.6154,1.0,[1.0]
ICLR_2024_oral_23,4,0.4455,0.5,0.6376811594202898,0.5405,0.9230769230769231,[np.float64(0.9230769230769231)]
ICLR_2024_oral_23,5,0.7458,0.5903,0.5942028985507246,0.6667,1.0,[1.0]
ICLR_2024_oral_23,6,0.6366,0.4416,0.5373134328358209,0.6341,1.0,[1.0]
ICLR_2024_oral_23,7,0.7579,0.381,0.5583756345177665,0.5902,1.0,[1.0]
ICLR_2024_oral_23,8,0.452,0.3533,0.5126353790613718,0.5063,1.0,[np.float64(1.0)]
ICLR_2024_oral_23,9,0.2977,0.3899,0.5609756097560976,0.5977,0.13333333333333333,[np.float64(0.13333333333333333)]
ICLR_2024_oral_23,10,0.6116,0.3429,0.43137254901960786,0.4478,0.88,[np.float64(0.88)]
ICLR_2024_oral_23,11,0.2707,0.476,0.6265822784810127,0.6118,0.6666666666666666,[np.float64(0.6666666666666666)]
ICLR_2024_oral_23,12,0.6765,0.5238,0.6446280991735537,0.7097,1.0,[1.0]
ICLR_2024_oral_24,1,0.3477,0.339,0.5238095238095238,0.7097,0.0,[np.float64(0.0)]
ICLR_2024_oral_24,2,0.6799,0.4842,0.7071823204419889,0.7797,0.0,[np.float64(0.0)]
ICLR_2024_oral_24,3,0.6158,0.6421,0.7752808988764045,0.8148,0.0,[np.float64(0.0)]
ICLR_2024_oral_24,4,0.6159,0.3143,0.3020833333333333,0.3667,0.0,[np.float64(0.0)]
ICLR_2024_oral_24,5,0.004,0.1088,0.17008797653958943,0.2136,1.0,[1.0]
ICLR_2024_oral_24,6,0.7218,0.3727,0.49056603773584906,0.5085,0.0,[np.float64(0.0)]
ICLR_2024_oral_24,7,0.4942,0.2812,0.11650485436893204,0.4,0.0,[np.float64(0.0)]
ICLR_2024_oral_24,8,0.2229,0.3423,0.460093896713615,0.4478,1.0,[1.0]
ICLR_2024_oral_24,9,0.6338,0.4202,0.5688888888888889,0.4848,0.9722222222222222,[np.float64(0.9722222222222222)]
ICLR_2024_oral_24,10,0.5444,0.4238,0.5593869731800766,0.5641,1.0,[1.0]
ICLR_2024_oral_24,11,0.1306,0.2628,0.24533333333333332,0.25,1.0,[1.0]
ICLR_2024_oral_24,12,0.0994,0.2351,0.2953846153846154,0.3636,0.0,[np.float64(0.0)]
ICLR_2024_oral_25,1,0.0174,0.0884,0.09386281588447654,0.2667,1.0,[1.0]
ICLR_2024_oral_25,2,0.017,0.1176,0.11386138613861387,0.0396,0.8461538461538461,[np.float64(0.8461538461538461)]
